id,name,level,craftingPrice,material1,base1,count1,material2,base2,count2,material3,base3,count3,material4,base4,count4,material5,base5,count5
614,보라빛 10종 랜덤 염색약,28,2383,붉은빛 10종 랜덤 염색약,1,1,푸른빛 10종 랜덤 염색약,1,1,,,,,,,,,
615,황회색빛 10종 랜덤 염색약,28,2383,초록빛 10종 랜덤 염색약,1,1,노란빛 10종 랜덤 염색약,1,1,,,,,,,,,
616,청회색빛 10종 랜덤 염색약,30,4454,황회색빛 10종 랜덤 염색약,1,1,파란 톱니 물약,1,2,,,,,,,,,
617,회색빛 10종 랜덤 염색약,30,4454,보라빛 10종 랜덤 염색약,1,1,파란 톱니 물약,1,2,,,,,,,,,
618,노란빛 6종 랜덤 염색약,31,2451,노란빛 10종 랜덤 염색약,1,2,,,,,,,,,,,,
619,붉은빛 6종 랜덤 염색약,31,2451,붉은빛 10종 랜덤 염색약,1,2,,,,,,,,,,,,
620,푸른빛 6종 랜덤 염색약,31,2451,푸른빛 10종 랜덤 염색약,1,2,,,,,,,,,,,,
621,초록빛 6종 랜덤 염색약,31,2451,초록빛 10종 랜덤 염색약,1,2,,,,,,,,,,,,
622,주황빛 6종 랜덤 염색약,33,6614,주황빛 10종 랜덤 염색약,1,2,,,,,,,,,,,,
623,자주빛 6종 랜덤 염색약,33,6614,자주빛 10종 랜덤 염색약,1,2,,,,,,,,,,,,
624,남보라빛 6종 랜덤 염색약,33,6614,남보라빛 10종 랜덤 염색약,1,2,,,,,,,,,,,,
625,청록빛 6종 랜덤 염색약,33,6614,청록빛 10종 랜덤 염색약,1,2,,,,,,,,,,,,
626,보라빛 6종 랜덤 염색약,33,6749,보라빛 10종 랜덤 염색약,1,2,,,,,,,,,,,,
627,황회색빛 6종 랜덤 염색약,33,6749,황회색빛 10종 랜덤 염색약,1,2,,,,,,,,,,,,
628,청회색빛 6종 랜덤 염색약,35,12640,청회색빛 10종 랜덤 염색약,1,2,,,,,,,,,,,,
629,회색빛 6종 랜덤 염색약,35,12640,회색빛 10종 랜덤 염색약,1,2,,,,,,,,,,,,
630,가드닝 파티용 헬륨 풍선,41,3873,파란 톱니 물약,1,4,고무,0,8,빨간 리본,1,2,자수정,0,1,,,
631,빨간 황소 물약,43,828,복숭아,0,3,상어,0,3,유리병,1,1,,,,,,
632,알루미늄 금속,43,1424,알루미늄 원석,0,0.25,빨간 황소 물약,1,0.25,,,,,,,,,
633,레모니 퍼퓸 포푸리,44,7123,가죽끈,1,3,레몬,0,6,라벤더향 디퓨저,1,3,오동나무 목재,0,2,빨간 황소 물약,1,1
634,백금 금속,46,2418,빨간 황소 물약,1,0.25,백금 원석,0,0.5,파란 톱니 물약,1,0.25,,,,,,
635,에메랄드 귀걸이,50,15463,링 펜던트 목걸이,1,1,백금 금속,1,8,에메랄드,0,2,빨간 황소 물약,1,4,데코협회 감사 뱃지,0,50
636,반짝반짝 주황 별모래,58,1225,카카오,0,2,새우,0,3,양고기,0,2,,,,,,
637,반짝반짝 초록 별모래,58,1194,아스파라거스,0,5,고래,0,3,달걀,0,3,블루베리,0,1,,,
638,화이트엔젤 청진기,69,38053,사파이어,0,1,반짝반짝 주황 별모래,1,5,에메랄드 귀걸이,1,1,백금 금속,1,4,고무,0,8
639,반짝반짝 분홍 별가루,74,2846,랍스터,0,2,반짝반짝 주황 별모래,1,1,빨간 산호,0,5,가죽 주머니,1,1,,,
640,반짝반짝 파란 별가루,74,2613,꽁치,0,3,반짝반짝 초록 별모래,1,1,블루베리,0,5,가죽 주머니,1,1,,,
641,화이트엔젤 이동식 링거,74,27965,별빛 약수,0,8,골든벨 플로어 스탠드,1,3,자수정,0,2,별빛 이끼,0,4,,,
642,힐링 스파 버블 바스 카트,92,600217,노블레스 하얀 아네모네 화병,1,3,백금 금속,1,10,화이트엔젤 이동식 링거,1,3,노블레스 골드라인 수건 보관함,1,2,별빛 숲속 캠핑장 스티치 무릎담요,1,2
643,힐링 스파 플로팅 아쿠아 캔들,92,1239928,노블레스 골드라인 샤워기,1,1,화려한 은제 촛대,1,8,별빛 약수,0,7,꿈속의 유니콘 사자의 포효 샘물,1,1,반짝반짝 주황 별모래,1,8
644,꿈속의 유니콘 위싱 웰,98,1458582,별빛 약수,0,1,꿈속의 유니콘 하늘 그네 의자,1,1,반짝반짝 파란 별가루,1,1,꿈속의 유니콘 사자의 포효 샘물,1,1,,,
645,꿈속의 유니콘 징검돌,98,770325,노블레스 실버라인 모노클,1,2,별빛 원석,0,7,에메랄드 귀걸이,1,5,다이아몬드,0,2,별빛 이끼,0,5
646,식물앰플-초급 가속,27,169,오렌지,0,1,파란 별 열매,0,1,데코협회 뱃지,0,1,,,,,,
647,식물앰플-초급 숙련,27,169,오렌지,0,1,빨간 별 열매,0,1,데코협회 뱃지,0,1,,,,,,
648,식물앰플-초급 성장,27,169,오렌지,0,1,초록 별 열매,0,1,데코협회 뱃지,0,1,,,,,,
649,식물앰플-초급 행운,27,169,오렌지,0,1,노란 별 열매,0,1,데코협회 뱃지,0,1,,,,,,
650,동물앰플-초급 가속,27,169,달걀,0,1,파란 별 열매,0,1,데코협회 뱃지,0,1,,,,,,
651,동물앰플-초급 숙련,27,169,달걀,0,1,빨간 별 열매,0,1,데코협회 뱃지,0,1,,,,,,
652,동물앰플-초급 성장,27,169,달걀,0,1,초록 별 열매,0,1,데코협회 뱃지,0,1,,,,,,
653,동물앰플-초급 행운,27,169,달걀,0,1,노란 별 열매,0,1,데코협회 뱃지,0,1,,,,,,
654,광산앰플-초급 가속,27,176,꿀,0,1,파란 별 열매,0,1,데코협회 뱃지,0,1,,,,,,
655,광산앰플-초급 숙련,27,176,꿀,0,1,빨간 별 열매,0,1,데코협회 뱃지,0,1,,,,,,
656,광산앰플-초급 성장,27,176,꿀,0,1,초록 별 열매,0,1,데코협회 뱃지,0,1,,,,,,
657,광산앰플-초급 행운,27,176,꿀,0,1,노란 별 열매,0,1,데코협회 뱃지,0,1,,,,,,
658,낚시앰플-초급 가속,27,210,조개,0,2,파란 별 열매,0,1,데코협회 뱃지,0,1,,,,,,
659,낚시앰플-초급 숙련,27,210,조개,0,2,빨간 별 열매,0,1,데코협회 뱃지,0,1,,,,,,
660,낚시앰플-초급 성장,27,210,조개,0,2,초록 별 열매,0,1,데코협회 뱃지,0,1,,,,,,
661,낚시앰플-초급 꽁치의 행운,27,210,조개,0,2,노란 별 열매,0,1,데코협회 뱃지,0,1,,,,,,
662,식물앰플-중급 가속,30,3161,파란 톱니 물약,1,1,파란 별 열매,0,2,데코협회 감사 뱃지,0,5,,,,,,
663,식물앰플-중급 숙련,30,3161,파란 톱니 물약,1,1,빨간 별 열매,0,2,데코협회 감사 뱃지,0,5,,,,,,
664,식물앰플-중급 성장,30,3161,파란 톱니 물약,1,1,초록 별 열매,0,2,데코협회 감사 뱃지,0,5,,,,,,
665,식물앰플-중급 행운,30,3161,파란 톱니 물약,1,1,노란 별 열매,0,2,데코협회 감사 뱃지,0,5,,,,,,
666,동물앰플-중급 가속,30,3161,파란 톱니 물약,1,1,파란 별 열매,0,2,데코협회 감사 뱃지,0,5,,,,,,
667,동물앰플-중급 숙련,30,3161,파란 톱니 물약,1,1,빨간 별 열매,0,2,데코협회 감사 뱃지,0,5,,,,,,
668,동물앰플-중급 성장,30,3161,파란 톱니 물약,1,1,초록 별 열매,0,2,데코협회 감사 뱃지,0,5,,,,,,
669,동물앰플-중급 행운,30,3161,파란 톱니 물약,1,1,노란 별 열매,0,2,데코협회 감사 뱃지,0,5,,,,,,
670,광산앰플-중급 가속,30,3161,파란 톱니 물약,1,1,파란 별 열매,0,2,데코협회 감사 뱃지,0,5,,,,,,
671,광산앰플-중급 숙련,30,3161,파란 톱니 물약,1,1,빨간 별 열매,0,2,데코협회 감사 뱃지,0,5,,,,,,
672,광산앰플-중급 성장,30,3161,파란 톱니 물약,1,1,초록 별 열매,0,2,데코협회 감사 뱃지,0,5,,,,,,
673,광산앰플-중급 행운,30,3161,파란 톱니 물약,1,1,노란 별 열매,0,2,데코협회 감사 뱃지,0,5,,,,,,
674,낚시앰플-중급 가속,30,3161,파란 톱니 물약,1,1,파란 별 열매,0,2,데코협회 감사 뱃지,0,5,,,,,,
675,낚시앰플-중급 숙련,30,3161,파란 톱니 물약,1,1,빨간 별 열매,0,2,데코협회 감사 뱃지,0,5,,,,,,
676,낚시앰플-중급 성장,30,3161,파란 톱니 물약,1,1,초록 별 열매,0,2,데코협회 감사 뱃지,0,5,,,,,,
677,낚시앰플-중급 꽁치의 행운,30,3161,파란 톱니 물약,1,1,노란 별 열매,0,2,데코협회 감사 뱃지,0,5,,,,,,
678,별님의 프렌들리 미미 캐러포트 파티션,9,368,데코협회 뱃지,0,20,자수정,0,3,가드닝 파티 청정 화분,1,1,데코협회 감사 뱃지,0,135,,,
679,별님의 미미표 특제 샌드위치,10,138,데코협회 감사 뱃지,0,20,초콜릿,1,1,샌드위치,1,1,양배추,0,2,데코협회 뱃지,0,5
680,별님의 프렌들리 미미 페이보릿 가랜드,11,828,데코협회 뱃지,0,30,에메랄드,0,4,대롱대롱 전등 파티션,1,1,데코협회 감사 뱃지,0,255,,,
681,별님의 미미표 초코 퐁당 라이스,12,138,데코협회 감사 뱃지,0,20,초콜릿,1,3,그릇,1,2,데코협회 뱃지,0,5,,,
682,별님의 프렌들리 미미 대형 다과 테이블,12,2482,데코협회 감사 뱃지,0,475,천,1,4,다이아몬드,0,3,가드닝 파티 기다란 테이블,1,1,데코협회 뱃지,0,30
683,별님의 미미표 베리 베지 파르페,13,138,데코협회 뱃지,0,20,데코협회 감사 뱃지,0,5,스위트 바닐라 아이스크림,1,1,유리병,1,1,,,
684,별님의 프렌들리 미미 폼폼래비 체어,13,184,거위털,0,5,가드닝 파티 원목 의자,1,1,데코협회 감사 뱃지,0,75,데코협회 뱃지,0,65,루비,0,1
685,별님의 롭이어 미미 양갈래 헤어,13,662,루비,0,3,데코협회 감사 뱃지,0,235,데코협회 뱃지,0,25,,,,,,
686,별님의 파티시엘 미미 원피스,13,1002,사파이어,0,3,데코협회 감사 뱃지,0,365,데코협회 뱃지,0,35,,,,,,
687,별님의 퀴지니에 미미 원피스,13,1002,사파이어,0,3,데코협회 감사 뱃지,0,365,데코협회 뱃지,0,35,,,,,,
